ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
RI,2020-07-31,7,7,0,0,0,0
VC,2020-07-31,245,245,0,0,0,0
AN,2020-08-01,248,248,0,0,0,0
AR,2020-08-01,848,848,0,0,0,0
AS,2020-08-01,17,17,0,0,0,0
CB,2020-08-01,38,37,0,0,0,1
CE,2020-08-01,0,0,0,0,0,0
CL,2020-08-01,90,90,0,0,0,0
CM,2020-08-01,61,61,0,0,0,0
CN,2020-08-01,30,30,0,0,0,0
CT,2020-08-01,727,725,0,0,2,0
EX,2020-08-01,18,18,0,0,0,0
GA,2020-08-01,41,41,0,0,0,0
IB,2020-08-01,115,115,0,0,0,0
MC,2020-08-01,82,82,0,0,0,0
MD,2020-08-01,701,690,0,11,0,0
ML,2020-08-01,8,8,0,0,0,0
NC,2020-08-01,88,88,0,0,0,0
PV,2020-08-01,261,226,0,35,0,0
RI,2020-08-01,4,4,0,0,0,0
VC,2020-08-01,285,284,0,1,0,0
AN,2020-08-02,213,213,0,0,0,0
AR,2020-08-02,466,466,0,0,0,0
AS,2020-08-02,11,11,0,0,0,0
CB,2020-08-02,23,23,0,0,0,0
CE,2020-08-02,2,2,0,0,0,0
CL,2020-08-02,93,93,0,0,0,0
CM,2020-08-02,71,71,0,0,0,0
CN,2020-08-02,29,29,0,0,0,0
CT,2020-08-02,480,480,0,0,0,0
EX,2020-08-02,21,21,0,0,0,0
GA,2020-08-02,43,43,0,0,0,0
IB,2020-08-02,99,99,0,0,0,0
MC,2020-08-02,61,61,0,0,0,0
MD,2020-08-02,632,619,0,13,0,0
ML,2020-08-02,4,4,0,0,0,0
NC,2020-08-02,84,84,0,0,0,0
PV,2020-08-02,314,294,0,20,0,0
RI,2020-08-02,5,4,0,0,1,0
VC,2020-08-02,209,209,0,0,0,0
AN,2020-08-03,292,292,0,0,0,0
AR,2020-08-03,453,453,0,0,0,0
AS,2020-08-03,12,12,0,0,0,0
CB,2020-08-03,41,41,0,0,0,0
CE,2020-08-03,0,0,0,0,0,0
CL,2020-08-03,124,123,0,0,1,0
CM,2020-08-03,83,83,0,0,0,0
CN,2020-08-03,38,38,0,0,0,0
CT,2020-08-03,927,925,0,0,2,0
EX,2020-08-03,21,21,0,0,0,0
GA,2020-08-03,76,76,0,0,0,0
IB,2020-08-03,156,156,0,0,0,0
MC,2020-08-03,74,74,0,0,0,0
MD,2020-08-03,996,971,0,25,0,0
ML,2020-08-03,4,4,0,0,0,0
NC,2020-08-03,106,106,0,0,0,0
PV,2020-08-03,453,427,0,26,0,0
RI,2020-08-03,10,9,0,0,1,0
VC,2020-08-03,286,286,0,0,0,0
AN,2020-08-04,285,285,0,0,0,0
AR,2020-08-04,539,538,0,0,1,0
AS,2020-08-04,19,19,0,0,0,0
CB,2020-08-04,49,49,0,0,0,0
CE,2020-08-04,0,0,0,0,0,0
CL,2020-08-04,205,205,0,0,0,0
CM,2020-08-04,103,102,0,1,0,0
CN,2020-08-04,54,54,0,0,0,0
CT,2020-08-04,1016,1013,0,0,3,0
EX,2020-08-04,16,16,0,0,0,0
GA,2020-08-04,109,109,0,0,0,0
IB,2020-08-04,173,173,0,0,0,0
MC,2020-08-04,97,97,0,0,0,0
MD,2020-08-04,1146,1127,0,19,0,0
ML,2020-08-04,5,5,0,0,0,0
NC,2020-08-04,84,84,0,0,0,0
PV,2020-08-04,416,385,0,31,0,0
RI,2020-08-04,8,8,0,0,0,0
VC,2020-08-04,356,356,0,0,0,0
AN,2020-08-05,367,367,0,0,0,0
AR,2020-08-05,449,449,0,0,0,0
AS,2020-08-05,38,38,0,0,0,0
CB,2020-08-05,32,32,0,0,0,0
CE,2020-08-05,0,0,0,0,0,0
CL,2020-08-05,232,232,0,0,0,0
CM,2020-08-05,102,101,0,1,0,0
CN,2020-08-05,72,71,0,1,0,0
CT,2020-08-05,1007,1003,0,0,4,0
EX,2020-08-05,35,35,0,0,0,0
GA,2020-08-05,79,79,0,0,0,0
IB,2020-08-05,168,168,0,0,0,0
MC,2020-08-05,65,65,0,0,0,0
MD,2020-08-05,1128,1111,0,17,0,0
ML,2020-08-05,1,1,0,0,0,0
NC,2020-08-05,82,82,0,0,0,0
PV,2020-08-05,413,373,0,40,0,0
RI,2020-08-05,27,27,0,0,0,0
VC,2020-08-05,374,374,0,0,0,0
AN,2020-08-06,373,373,0,0,0,0
AR,2020-08-06,530,530,0,0,0,0
AS,2020-08-06,39,39,0,0,0,0
CB,2020-08-06,45,45,0,0,0,0
CE,2020-08-06,1,1,0,0,0,0
CL,2020-08-06,175,175,0,0,0,0
CM,2020-08-06,123,123,0,0,0,0
CN,2020-08-06,77,77,0,0,0,0
CT,2020-08-06,947,943,0,0,4,0
EX,2020-08-06,30,30,0,0,0,0
GA,2020-08-06,76,76,0,0,0,0
IB,2020-08-06,173,173,0,0,0,0
MC,2020-08-06,61,61,0,0,0,0
MD,2020-08-06,1126,1113,0,13,0,0
ML,2020-08-06,3,3,0,0,0,0
NC,2020-08-06,87,87,0,0,0,0
PV,2020-08-06,390,362,0,28,0,0
RI,2020-08-06,16,16,0,0,0,0
VC,2020-08-06,328,328,0,0,0,0
AN,2020-08-07,456,456,0,0,0,0
AR,2020-08-07,555,555,0,0,0,0
AS,2020-08-07,28,28,0,0,0,0
CB,2020-08-07,44,44,0,0,0,0
CE,2020-08-07,1,1,0,0,0,0
CL,2020-08-07,256,255,0,0,1,0
CM,2020-08-07,111,111,0,0,0,0
CN,2020-08-07,69,69,0,0,0,0
CT,2020-08-07,1157,1155,0,0,2,0
EX,2020-08-07,45,45,0,0,0,0
GA,2020-08-07,98,98,0,0,0,0
IB,2020-08-07,197,197,0,0,0,0
MC,2020-08-07,109,109,0,0,0,0
MD,2020-08-07,1411,1391,0,20,0,0
ML,2020-08-07,5,5,0,0,0,0
NC,2020-08-07,114,114,0,0,0,0
PV,2020-08-07,312,275,0,37,0,0
RI,2020-08-07,21,21,0,0,0,0
VC,2020-08-07,363,362,0,1,0,0
AN,2020-08-08,376,376,0,0,0,0
AR,2020-08-08,509,509,0,0,0,0
AS,2020-08-08,23,23,0,0,0,0
CB,2020-08-08,44,44,0,0,0,0
CE,2020-08-08,2,2,0,0,0,0
CL,2020-08-08,189,189,0,0,0,0
CM,2020-08-08,141,141,0,0,0,0
CN,2020-08-08,68,68,0,0,0,0
CT,2020-08-08,698,698,0,0,0,0
EX,2020-08-08,20,20,0,0,0,0
GA,2020-08-08,111,111,0,0,0,0
IB,2020-08-08,191,191,0,0,0,0
MC,2020-08-08,87,87,0,0,0,0
MD,2020-08-08,1042,1034,0,8,0,0
ML,2020-08-08,3,3,0,0,0,0
NC,2020-08-08,91,91,0,0,0,0
PV,2020-08-08,325,294,0,31,0,0
RI,2020-08-08,12,12,0,0,0,0
VC,2020-08-08,317,317,0,0,0,0
AN,2020-08-09,327,327,0,0,0,0
AR,2020-08-09,306,306,0,0,0,0
AS,2020-08-09,35,35,0,0,0,0
CB,2020-08-09,28,28,0,0,0,0
CE,2020-08-09,1,1,0,0,0,0
CL,2020-08-09,271,270,0,0,1,0
CM,2020-08-09,121,120,0,1,0,0
CN,2020-08-09,89,89,0,0,0,0
CT,2020-08-09,534,533,0,0,0,1
EX,2020-08-09,10,10,0,0,0,0
GA,2020-08-09,113,113,0,0,0,0
IB,2020-08-09,178,178,0,0,0,0
MC,2020-08-09,95,95,0,0,0,0
MD,2020-08-09,1012,994,0,18,0,0
ML,2020-08-09,5,5,0,0,0,0
NC,2020-08-09,118,118,0,0,0,0
PV,2020-08-09,552,524,0,28,0,0
RI,2020-08-09,20,20,0,0,0,0
VC,2020-08-09,272,272,0,0,0,0
AN,2020-08-10,467,467,0,0,0,0
AR,2020-08-10,570,570,0,0,0,0
AS,2020-08-10,26,26,0,0,0,0
CB,2020-08-10,44,44,0,0,0,0
CE,2020-08-10,2,2,0,0,0,0
CL,2020-08-10,239,238,0,0,1,0
CM,2020-08-10,182,182,0,0,0,0
CN,2020-08-10,140,140,0,0,0,0
CT,2020-08-10,1090,1087,0,0,3,0
EX,2020-08-10,28,28,0,0,0,0
GA,2020-08-10,170,170,0,0,0,0
IB,2020-08-10,329,329,0,0,0,0
MC,2020-08-10,124,124,0,0,0,0
MD,2020-08-10,1580,1546,0,34,0,0
ML,2020-08-10,14,14,0,0,0,0
NC,2020-08-10,97,97,0,0,0,0
PV,2020-08-10,531,501,0,30,0,0
RI,2020-08-10,55,55,0,0,0,0
VC,2020-08-10,431,431,0,0,0,0
AN,2020-08-11,519,519,0,0,0,0
AR,2020-08-11,391,391,0,0,0,0
AS,2020-08-11,27,27,0,0,0,0
CB,2020-08-11,73,73,0,0,0,0
CE,2020-08-11,4,4,0,0,0,0
CL,2020-08-11,258,258,0,0,0,0
CM,2020-08-11,208,207,0,1,0,0
CN,2020-08-11,155,155,0,0,0,0
CT,2020-08-11,995,991,0,0,4,0
EX,2020-08-11,34,34,0,0,0,0
GA,2020-08-11,140,140,0,0,0,0
IB,2020-08-11,268,268,0,0,0,0
MC,2020-08-11,122,122,0,0,0,0
MD,2020-08-11,1990,1975,0,15,0,0
ML,2020-08-11,9,9,0,0,0,0
NC,2020-08-11,123,123,0,0,0,0
PV,2020-08-11,617,564,0,53,0,0
RI,2020-08-11,69,69,0,0,0,0
VC,2020-08-11,431,431,0,0,0,0
AN,2020-08-12,592,592,0,0,0,0
AR,2020-08-12,414,413,0,0,1,0
AS,2020-08-12,26,26,0,0,0,0
CB,2020-08-12,52,52,0,0,0,0
CE,2020-08-12,2,2,0,0,0,0
CL,2020-08-12,312,312,0,0,0,0
CM,2020-08-12,218,216,0,2,0,0
CN,2020-08-12,184,184,0,0,0,0
CT,2020-08-12,1061,1058,0,0,3,0
EX,2020-08-12,72,72,0,0,0,0
GA,2020-08-12,144,144,0,0,0,0
IB,2020-08-12,291,291,0,0,0,0
MC,2020-08-12,142,142,0,0,0,0
MD,2020-08-12,1773,1765,0,8,0,0
ML,2020-08-12,9,9,0,0,0,0
NC,2020-08-12,94,94,0,0,0,0
PV,2020-08-12,611,552,0,59,0,0
RI,2020-08-12,55,55,0,0,0,0
VC,2020-08-12,470,470,0,0,0,0
AN,2020-08-13,637,637,0,0,0,0
AR,2020-08-13,390,390,0,0,0,0
AS,2020-08-13,17,17,0,0,0,0
CB,2020-08-13,44,44,0,0,0,0
CE,2020-08-13,4,4,0,0,0,0
CL,2020-08-13,324,324,0,0,0,0
CM,2020-08-13,264,264,0,0,0,0
CN,2020-08-13,148,148,0,0,0,0
CT,2020-08-13,1016,1012,0,0,3,1
EX,2020-08-13,65,65,0,0,0,0
GA,2020-08-13,130,130,0,0,0,0
IB,2020-08-13,315,315,0,0,0,0
MC,2020-08-13,195,195,0,0,0,0
MD,2020-08-13,1722,1707,0,15,0,0
ML,2020-08-13,1,1,0,0,0,0
NC,2020-08-13,90,90,0,0,0,0
PV,2020-08-13,421,386,0,35,0,0
RI,2020-08-13,58,58,0,0,0,0
VC,2020-08-13,452,452,0,0,0,0
AN,2020-08-14,730,730,0,0,0,0
AR,2020-08-14,445,445,0,0,0,0
AS,2020-08-14,22,22,0,0,0,0
CB,2020-08-14,58,58,0,0,0,0
CE,2020-08-14,9,9,0,0,0,0
CL,2020-08-14,381,381,0,0,0,0
CM,2020-08-14,217,217,0,0,0,0
CN,2020-08-14,196,195,0,0,0,1
CT,2020-08-14,1133,1130,0,0,3,0
EX,2020-08-14,47,47,0,0,0,0
GA,2020-08-14,132,131,0,1,0,0
IB,2020-08-14,330,330,0,0,0,0
MC,2020-08-14,181,181,0,0,0,0
MD,2020-08-14,2256,2248,0,8,0,0
ML,2020-08-14,6,6,0,0,0,0
NC,2020-08-14,87,87,0,0,0,0
PV,2020-08-14,324,299,0,25,0,0
RI,2020-08-14,59,59,0,0,0,0
VC,2020-08-14,537,537,0,0,0,0
AN,2020-08-15,633,633,0,0,0,0
AR,2020-08-15,374,374,0,0,0,0
AS,2020-08-15,29,29,0,0,0,0
CB,2020-08-15,56,56,0,0,0,0
CE,2020-08-15,8,8,0,0,0,0
CL,2020-08-15,289,288,0,0,1,0
CM,2020-08-15,209,209,0,0,0,0
CN,2020-08-15,209,209,0,0,0,0
CT,2020-08-15,809,809,0,0,0,0
EX,2020-08-15,31,31,0,0,0,0
GA,2020-08-15,153,153,0,0,0,0
IB,2020-08-15,289,288,1,0,0,0
MC,2020-08-15,177,177,0,0,0,0
MD,2020-08-15,1279,1269,0,10,0,0
ML,2020-08-15,12,12,0,0,0,0
NC,2020-08-15,121,121,0,0,0,0
PV,2020-08-15,566,519,0,47,0,0
RI,2020-08-15,52,52,0,0,0,0
VC,2020-08-15,425,425,0,0,0,0
AN,2020-08-16,584,584,0,0,0,0
AR,2020-08-16,304,304,0,0,0,0
AS,2020-08-16,24,24,0,0,0,0
CB,2020-08-16,63,63,0,0,0,0
CE,2020-08-16,1,1,0,0,0,0
CL,2020-08-16,303,303,0,0,0,0
CM,2020-08-16,183,182,0,0,1,0
CN,2020-08-16,150,150,0,0,0,0
CT,2020-08-16,716,715,0,0,1,0
EX,2020-08-16,38,38,0,0,0,0
GA,2020-08-16,147,147,0,0,0,0
IB,2020-08-16,264,264,0,0,0,0
MC,2020-08-16,133,133,0,0,0,0
MD,2020-08-16,1022,1015,0,7,0,0
ML,2020-08-16,4,4,0,0,0,0
NC,2020-08-16,80,80,0,0,0,0
PV,2020-08-16,592,548,0,44,0,0
RI,2020-08-16,55,55,0,0,0,0
VC,2020-08-16,368,368,0,0,0,0
AN,2020-08-17,747,747,0,0,0,0
AR,2020-08-17,365,365,0,0,0,0
AS,2020-08-17,22,22,0,0,0,0
CB,2020-08-17,61,61,0,0,0,0
CE,2020-08-17,15,15,0,0,0,0
CL,2020-08-17,347,347,0,0,0,0
CM,2020-08-17,265,265,0,0,0,0
CN,2020-08-17,241,241,0,0,0,0
CT,2020-08-17,1150,1135,0,0,14,1
EX,2020-08-17,53,53,0,0,0,0
GA,2020-08-17,253,253,0,0,0,0
IB,2020-08-17,390,390,0,0,0,0
MC,2020-08-17,222,222,0,0,0,0
MD,2020-08-17,1570,1568,0,2,0,0
ML,2020-08-17,10,10,0,0,0,0
NC,2020-08-17,91,91,0,0,0,0
PV,2020-08-17,716,673,0,43,0,0
RI,2020-08-17,75,75,0,0,0,0
VC,2020-08-17,576,576,0,0,0,0
AN,2020-08-18,819,819,0,0,0,0
AR,2020-08-18,389,389,0,0,0,0
AS,2020-08-18,31,31,0,0,0,0
CB,2020-08-18,82,82,0,0,0,0
CE,2020-08-18,7,7,0,0,0,0
CL,2020-08-18,402,402,0,0,0,0
CM,2020-08-18,293,292,0,1,0,0
CN,2020-08-18,233,233,0,0,0,0
CT,2020-08-18,1199,1192,0,0,7,0
EX,2020-08-18,80,80,0,0,0,0
GA,2020-08-18,256,256,0,0,0,0
IB,2020-08-18,343,343,0,0,0,0
MC,2020-08-18,190,190,0,0,0,0
MD,2020-08-18,2733,2731,0,2,0,0
ML,2020-08-18,8,8,0,0,0,0
NC,2020-08-18,103,103,0,0,0,0
PV,2020-08-18,613,581,0,32,0,0
RI,2020-08-18,84,84,0,0,0,0
VC,2020-08-18,569,569,0,0,0,0
AN,2020-08-19,751,751,0,0,0,0
AR,2020-08-19,319,319,0,0,0,0
AS,2020-08-19,29,29,0,0,0,0
CB,2020-08-19,58,58,0,0,0,0
CE,2020-08-19,0,0,0,0,0,0
CL,2020-08-19,406,406,0,0,0,0
CM,2020-08-19,305,305,0,0,0,0
CN,2020-08-19,194,194,0,0,0,0
CT,2020-08-19,1096,1088,0,0,8,0
EX,2020-08-19,97,97,0,0,0,0
GA,2020-08-19,235,235,0,0,0,0
IB,2020-08-19,311,311,0,0,0,0
MC,2020-08-19,206,206,0,0,0,0
MD,2020-08-19,2894,2891,0,3,0,0
ML,2020-08-19,7,7,0,0,0,0
NC,2020-08-19,114,114,0,0,0,0
PV,2020-08-19,696,655,0,41,0,0
RI,2020-08-19,87,87,0,0,0,0
VC,2020-08-19,581,581,0,0,0,0
AN,2020-08-20,852,852,0,0,0,0
AR,2020-08-20,306,306,0,0,0,0
AS,2020-08-20,33,33,0,0,0,0
CB,2020-08-20,69,69,0,0,0,0
CE,2020-08-20,4,4,0,0,0,0
CL,2020-08-20,512,508,0,2,2,0
CM,2020-08-20,345,345,0,0,0,0
CN,2020-08-20,230,230,0,0,0,0
CT,2020-08-20,1253,1249,0,0,4,0
EX,2020-08-20,82,82,0,0,0,0
GA,2020-08-20,222,222,0,0,0,0
IB,2020-08-20,311,311,0,0,0,0
MC,2020-08-20,237,237,0,0,0,0
MD,2020-08-20,2624,2624,0,0,0,0
ML,2020-08-20,9,9,0,0,0,0
NC,2020-08-20,102,102,0,0,0,0
PV,2020-08-20,488,465,0,23,0,0
RI,2020-08-20,79,79,0,0,0,0
VC,2020-08-20,603,603,0,0,0,0
AN,2020-08-21,914,914,0,0,0,0
AR,2020-08-21,269,269,0,0,0,0
AS,2020-08-21,30,30,0,0,0,0
CB,2020-08-21,80,80,0,0,0,0
CE,2020-08-21,7,7,0,0,0,0
CL,2020-08-21,402,401,0,0,1,0
CM,2020-08-21,392,392,0,0,0,0
CN,2020-08-21,247,247,0,0,0,0
CT,2020-08-21,1239,1231,0,0,7,1
EX,2020-08-21,89,89,0,0,0,0
GA,2020-08-21,194,194,0,0,0,0
IB,2020-08-21,273,273,0,0,0,0
MC,2020-08-21,284,284,0,0,0,0
MD,2020-08-21,3843,3841,0,2,0,0
ML,2020-08-21,15,15,0,0,0,0
NC,2020-08-21,147,147,0,0,0,0
PV,2020-08-21,421,398,0,23,0,0
RI,2020-08-21,69,69,0,0,0,0
VC,2020-08-21,658,658,0,0,0,0
AN,2020-08-22,820,820,0,0,0,0
AR,2020-08-22,275,275,0,0,0,0
AS,2020-08-22,35,35,0,0,0,0
CB,2020-08-22,86,86,0,0,0,0
CE,2020-08-22,12,12,0,0,0,0
CL,2020-08-22,278,278,0,0,0,0
CM,2020-08-22,327,327,0,0,0,0
CN,2020-08-22,267,267,0,0,0,0
CT,2020-08-22,764,762,0,0,2,0
EX,2020-08-22,91,91,0,0,0,0
GA,2020-08-22,288,288,0,0,0,0
IB,2020-08-22,223,223,0,0,0,0
MC,2020-08-22,273,273,0,0,0,0
MD,2020-08-22,1607,1602,0,5,0,0
ML,2020-08-22,7,7,0,0,0,0
NC,2020-08-22,109,109,0,0,0,0
PV,2020-08-22,580,531,0,49,0,0
RI,2020-08-22,86,86,0,0,0,0
VC,2020-08-22,591,591,0,0,0,0
AN,2020-08-23,771,771,0,0,0,0
AR,2020-08-23,205,205,0,0,0,0
AS,2020-08-23,46,46,0,0,0,0
CB,2020-08-23,64,64,0,0,0,0
CE,2020-08-23,6,6,0,0,0,0
CL,2020-08-23,294,293,0,0,1,0
CM,2020-08-23,309,308,0,1,0,0
CN,2020-08-23,213,213,0,0,0,0
CT,2020-08-23,699,699,0,0,0,0
EX,2020-08-23,69,69,0,0,0,0
GA,2020-08-23,253,253,0,0,0,0
IB,2020-08-23,205,205,0,0,0,0
MC,2020-08-23,238,238,0,0,0,0
MD,2020-08-23,1151,1150,0,1,0,0
ML,2020-08-23,16,16,0,0,0,0
NC,2020-08-23,122,122,0,0,0,0
PV,2020-08-23,743,696,0,47,0,0
RI,2020-08-23,95,95,0,0,0,0
VC,2020-08-23,465,465,0,0,0,0
AN,2020-08-24,878,878,0,0,0,0
AR,2020-08-24,271,271,0,0,0,0
AS,2020-08-24,51,51,0,0,0,0
CB,2020-08-24,75,75,0,0,0,0
CE,2020-08-24,10,9,0,0,1,0
CL,2020-08-24,469,465,0,0,4,0
CM,2020-08-24,401,401,0,0,0,0
CN,2020-08-24,290,290,0,0,0,0
CT,2020-08-24,1298,1293,0,0,5,0
EX,2020-08-24,83,83,0,0,0,0
GA,2020-08-24,266,266,0,0,0,0
IB,2020-08-24,264,264,0,0,0,0
MC,2020-08-24,271,271,0,0,0,0
MD,2020-08-24,1856,1850,0,6,0,0
ML,2020-08-24,17,17,0,0,0,0
NC,2020-08-24,134,134,0,0,0,0
PV,2020-08-24,793,741,0,52,0,0
RI,2020-08-24,74,74,0,0,0,0
VC,2020-08-24,696,696,0,0,0,0
AN,2020-08-25,920,919,0,1,0,0
AR,2020-08-25,300,300,0,0,0,0
AS,2020-08-25,38,38,0,0,0,0
CB,2020-08-25,85,85,0,0,0,0
CE,2020-08-25,11,11,0,0,0,0
CL,2020-08-25,510,510,0,0,0,0
CM,2020-08-25,405,404,0,0,1,0
CN,2020-08-25,297,297,0,0,0,0
CT,2020-08-25,1163,1158,0,0,5,0
EX,2020-08-25,108,108,0,0,0,0
GA,2020-08-25,315,315,0,0,0,0
IB,2020-08-25,262,262,0,0,0,0
MC,2020-08-25,308,308,0,0,0,0
MD,2020-08-25,3693,3688,0,5,0,0
ML,2020-08-25,15,15,0,0,0,0
NC,2020-08-25,152,152,0,0,0,0
PV,2020-08-25,886,831,0,55,0,0
RI,2020-08-25,88,88,0,0,0,0
VC,2020-08-25,593,593,0,0,0,0
AN,2020-08-26,1030,1030,0,0,0,0
AR,2020-08-26,259,259,0,0,0,0
AS,2020-08-26,36,36,0,0,0,0
CB,2020-08-26,83,83,0,0,0,0
CE,2020-08-26,8,8,0,0,0,0
CL,2020-08-26,434,432,0,0,2,0
CM,2020-08-26,450,450,0,0,0,0
CN,2020-08-26,302,301,0,1,0,0
CT,2020-08-26,1266,1257,0,0,8,1
EX,2020-08-26,100,100,0,0,0,0
GA,2020-08-26,259,259,0,0,0,0
IB,2020-08-26,254,254,0,0,0,0
MC,2020-08-26,320,320,0,0,0,0
MD,2020-08-26,3056,3049,0,7,0,0
ML,2020-08-26,10,10,0,0,0,0
NC,2020-08-26,280,280,0,0,0,0
PV,2020-08-26,737,691,0,46,0,0
RI,2020-08-26,121,121,0,0,0,0
VC,2020-08-26,684,684,0,0,0,0
AN,2020-08-27,1049,1049,0,0,0,0
AR,2020-08-27,217,217,0,0,0,0
AS,2020-08-27,37,37,0,0,0,0
CB,2020-08-27,72,72,0,0,0,0
CE,2020-08-27,6,6,0,0,0,0
CL,2020-08-27,578,576,0,0,2,0
CM,2020-08-27,502,502,0,0,0,0
CN,2020-08-27,306,306,0,0,0,0
CT,2020-08-27,1227,1221,0,0,6,0
EX,2020-08-27,86,86,0,0,0,0
GA,2020-08-27,274,274,0,0,0,0
IB,2020-08-27,228,228,0,0,0,0
MC,2020-08-27,343,343,0,0,0,0
MD,2020-08-27,3155,3146,0,9,0,0
ML,2020-08-27,6,6,0,0,0,0
NC,2020-08-27,149,149,0,0,0,0
PV,2020-08-27,510,473,0,37,0,0
RI,2020-08-27,79,79,0,0,0,0
VC,2020-08-27,564,563,0,1,0,0
AN,2020-08-28,1060,1060,0,0,0,0
AR,2020-08-28,296,296,0,0,0,0
AS,2020-08-28,45,45,0,0,0,0
CB,2020-08-28,143,143,0,0,0,0
CE,2020-08-28,4,4,0,0,0,0
CL,2020-08-28,525,525,0,0,0,0
CM,2020-08-28,495,495,0,0,0,0
CN,2020-08-28,281,281,0,0,0,0
CT,2020-08-28,1219,1213,0,0,6,0
EX,2020-08-28,141,141,0,0,0,0
GA,2020-08-28,231,231,0,0,0,0
IB,2020-08-28,262,262,0,0,0,0
MC,2020-08-28,350,350,0,0,0,0
MD,2020-08-28,4348,4332,0,16,0,0
ML,2020-08-28,16,16,0,0,0,0
NC,2020-08-28,157,157,0,0,0,0
PV,2020-08-28,516,478,0,38,0,0
RI,2020-08-28,87,87,0,0,0,0
VC,2020-08-28,675,675,0,0,0,0
AN,2020-08-29,908,908,0,0,0,0
AR,2020-08-29,268,268,0,0,0,0
AS,2020-08-29,31,31,0,0,0,0
CB,2020-08-29,82,82,0,0,0,0
CE,2020-08-29,7,7,0,0,0,0
CL,2020-08-29,515,515,0,0,0,0
CM,2020-08-29,392,392,0,0,0,0
CN,2020-08-29,281,281,0,0,0,0
CT,2020-08-29,669,669,0,0,0,0
EX,2020-08-29,101,99,0,0,0,2
GA,2020-08-29,248,248,0,0,0,0
IB,2020-08-29,227,227,0,0,0,0
MC,2020-08-29,335,334,1,0,0,0
MD,2020-08-29,1804,1794,0,10,0,0
ML,2020-08-29,20,20,0,0,0,0
NC,2020-08-29,157,157,0,0,0,0
PV,2020-08-29,566,518,0,48,0,0
RI,2020-08-29,86,85,0,0,0,1
VC,2020-08-29,632,632,0,0,0,0
AN,2020-08-30,810,810,0,0,0,0
AR,2020-08-30,188,188,0,0,0,0
AS,2020-08-30,47,47,0,0,0,0
CB,2020-08-30,120,120,0,0,0,0
CE,2020-08-30,10,10,0,0,0,0
CL,2020-08-30,332,332,0,0,0,0
CM,2020-08-30,349,349,0,0,0,0
CN,2020-08-30,276,276,0,0,0,0
CT,2020-08-30,611,610,0,0,1,0
EX,2020-08-30,121,121,0,0,0,0
GA,2020-08-30,252,252,0,0,0,0
IB,2020-08-30,168,168,0,0,0,0
MC,2020-08-30,308,308,0,0,0,0
MD,2020-08-30,1657,1645,0,12,0,0
ML,2020-08-30,11,11,0,0,0,0
NC,2020-08-30,103,103,0,0,0,0
PV,2020-08-30,604,558,0,46,0,0
RI,2020-08-30,85,85,0,0,0,0
VC,2020-08-30,388,388,0,0,0,0
AN,2020-08-31,1000,1000,0,0,0,0
AR,2020-08-31,314,314,0,0,0,0
AS,2020-08-31,37,37,0,0,0,0
CB,2020-08-31,150,150,0,0,0,0
CE,2020-08-31,14,14,0,0,0,0
CL,2020-08-31,342,341,0,1,0,0
CM,2020-08-31,481,481,0,0,0,0
CN,2020-08-31,295,295,0,0,0,0
CT,2020-08-31,1137,1134,0,0,3,0
EX,2020-08-31,102,101,0,0,1,0
GA,2020-08-31,243,243,0,0,0,0
IB,2020-08-31,225,225,0,0,0,0
MC,2020-08-31,345,345,0,0,0,0
MD,2020-08-31,2242,2221,0,21,0,0
ML,2020-08-31,15,15,0,0,0,0
NC,2020-08-31,208,208,0,0,0,0
PV,2020-08-31,747,676,0,71,0,0
RI,2020-08-31,62,62,0,0,0,0
VC,2020-08-31,505,505,0,0,0,0
AN,2020-09-01,1176,1176,0,0,0,0
AR,2020-09-01,294,294,0,0,0,0
AS,2020-09-01,64,64,0,0,0,0
CB,2020-09-01,161,161,0,0,0,0
CE,2020-09-01,9,9,0,0,0,0
CL,2020-09-01,518,518,0,0,0,0
CM,2020-09-01,587,587,0,0,0,0
CN,2020-09-01,276,276,0,0,0,0
CT,2020-09-01,1255,1245,0,0,10,0
EX,2020-09-01,121,121,0,0,0,0
GA,2020-09-01,250,250,0,0,0,0
IB,2020-09-01,219,219,0,0,0,0
MC,2020-09-01,426,426,0,0,0,0
MD,2020-09-01,4292,4264,0,28,0,0
ML,2020-09-01,35,35,0,0,0,0
NC,2020-09-01,215,215,0,0,0,0
PV,2020-09-01,804,732,0,72,0,0
RI,2020-09-01,94,94,0,0,0,0
VC,2020-09-01,569,569,0,0,0,0
AN,2020-09-02,1054,1054,0,0,0,0
AR,2020-09-02,275,275,0,0,0,0
AS,2020-09-02,55,55,0,0,0,0
CB,2020-09-02,113,113,0,0,0,0
CE,2020-09-02,8,8,0,0,0,0
CL,2020-09-02,510,509,0,0,1,0
CM,2020-09-02,661,661,0,0,0,0
CN,2020-09-02,257,256,0,1,0,0
CT,2020-09-02,1099,1093,0,0,6,0
EX,2020-09-02,148,148,0,0,0,0
GA,2020-09-02,260,260,0,0,0,0
IB,2020-09-02,180,179,1,0,0,0
MC,2020-09-02,441,441,0,0,0,0
MD,2020-09-02,3892,3854,0,38,0,0
ML,2020-09-02,28,28,0,0,0,0
NC,2020-09-02,176,176,0,0,0,0
PV,2020-09-02,655,612,0,43,0,0
